#gene,Dmel,Dsec,Dsim
128up,FBgn0010339,FBgn0176208,FBgn0182597
Twdlalpha,FBgn0052574,FBgn0175436,FBgn0188866
Txl,FBgn0035631,FBgn0169639,FBgn0185594
TyrR,FBgn0038542,FBgn0170265,FBgn0191694
TyrRII,FBgn0038541,FBgn0170182,FBgn0190691
U26,FBgn0027780,FBgn0167845,FBgn0193805
U2A,FBgn0033210,FBgn0175649,FBgn0182004
U2af38,FBgn0017457,FBgn0171592,FBgn0194360
U2af50,FBgn0005411,FBgn0168337,FBgn0195829
U3-55K,FBgn0053505,FBgn0175055,FBgn0196934
U4-U6-60K,FBgn0036733,FBgn0179191,FBgn0184132
UBL3,FBgn0026076,FBgn0177389,FBgn0196002
UGP,FBgn0035978,FBgn0179747,FBgn0184662
Uba1,FBgn0023143,FBgn0175468,FBgn0181832
Uba2,FBgn0029113,FBgn0179831,FBgn0184741
Uba3,FBgn0263697,FBgn0176378,FBgn0182751
Ubc-E2H,FBgn0029996,FBgn0166158,FBgn0085116
Ubc12,FBgn0035853,FBgn0179821,FBgn0184732
Ubc84D,FBgn0017456,FBgn0165423,FBgn0190974
UbcD10,FBgn0026316,FBgn0174831,FBgn0196731
UbcD2,FBgn0015320,FBgn0166400,FBgn0193636
UbcD4,FBgn0015321,FBgn0180037,FBgn0185893
UbcD6,FBgn0004436,FBgn0165615,FBgn0191136
Ube3a,FBgn0061469,FBgn0179627,FBgn0184539
Ubp64E,FBgn0016756,FBgn0169637,FBgn0185593
Ubpy,FBgn0038862,FBgn0169989,FBgn0190902
Ubqn,FBgn0031057,FBgn0177850,FBgn0187425
Ubx,FBgn0003944,FBgn0170327,FBgn0014820
Uch,FBgn0010288,FBgn0173163,FBgn0194259
Uch-L3,FBgn0011327,FBgn0179729,FBgn0184644
Ucp4A,FBgn0030872,FBgn0177727,FBgn0186614
Ucp4B,FBgn0031758,FBgn0173492,FBgn0194759
Ucp4C,FBgn0031757,FBgn0173491,FBgn0194758
Ude,FBgn0039226,FBgn0178331,FBgn0189804
Uev1A,FBgn0035601,FBgn0168852,FBgn0184923
Ufd1-like,FBgn0036136,FBgn0179632,FBgn0184545
Ugt,FBgn0014075,FBgn0169920,FBgn0186451
Ugt35a,FBgn0026315,FBgn0180978,FBgn0192147
Ugt35b,FBgn0026314,FBgn0180979,FBgn0192148
Ugt37a1,FBgn0026756,FBgn0178198,FBgn0193129
Ugt58Fa,FBgn0040091,FBgn0170546,FBgn0196429
Ugt86Da,FBgn0040259,FBgn0178784,FBgn0190253
Ugt86Dd,FBgn0040256,FBgn0180988,FBgn0192152
Ugt86Dh,FBgn0040252,FBgn0178786,FBgn0190255
Ugt86Dj,FBgn0040250,FBgn0180977,FBgn0192146
Unr,FBgn0263352,FBgn0179800,FBgn0189139
Updo,FBgn0033428,FBgn0176016,FBgn0182432
Upf1,FBgn0030354,FBgn0168172,FBgn0195973
Upf2,FBgn0029992,FBgn0166162,FBgn0187768
Upf3,FBgn0034923,FBgn0170414,FBgn0196312
Uro,FBgn0003961,FBgn0171472,FBgn0194866
Use1,FBgn0035965,FBgn0179752,FBgn0184665
Usf,FBgn0029711,FBgn0167622,FBgn0187920
Usp7,FBgn0030366,FBgn0168158,FBgn0187594
Utx,FBgn0260749,FBgn0166809,FBgn0193690
Uvrag,FBgn0032499,FBgn0165327,FBgn0195254
VGAT,FBgn0033911,FBgn0175109,FBgn0186901
VGlut,FBgn0031424,FBgn0173247,FBgn0194544
Vago,FBgn0030262,FBgn0166395,FBgn0188581
Vap-33-1,FBgn0029687,FBgn0167254,FBgn0188256
Vdup1,FBgn0035103,FBgn0169225,FBgn0185248
Vha100-3,FBgn0028669,FBgn0174746,FBgn0196643
Vha100-5,FBgn0032373,FBgn0174083,FBgn0195157
Vha13,FBgn0026753,FBgn0181749,FBgn0191587
Vha14-1,FBgn0262512,FBgn0175009,FBgn0196891
Vha14-2,FBgn0037402,FBgn0165801,FBgn0191326
Vha16-1,FBgn0262736,FBgn0175750,FBgn0182093
Vha16-2,FBgn0028668,FBgn0180134,FBgn0185993
Vha16-3,FBgn0028667,FBgn0180133,FBgn0185992
Vha16-4,FBgn0262513,FBgn0174908,FBgn0196800
Vha16-5,FBgn0032294,FBgn0166426,FBgn0193639
Vha26,FBgn0015324,FBgn0165764,FBgn0191286
Vha36-2,FBgn0033706,FBgn0176231,FBgn0182611
Vha44,FBgn0262511,FBgn0174946,FBgn0196831
Vha55,FBgn0005671,FBgn0180851,FBgn0192024
VhaAC39-1,FBgn0028665,FBgn0167251,FBgn0188250
VhaAC39-2,FBgn0039058,FBgn0178452,FBgn0189926
VhaAC45,FBgn0262515,FBgn0175990,FBgn0182411
VhaM8.9,FBgn0037671,FBgn0178656,FBgn0190124
VhaM9.7-b,FBgn0028663,FBgn0177251,FBgn0186643
VhaM9.7-c,FBgn0028664,FBgn0168932,FBgn0185002
VhaM9.7-d,FBgn0038458,FBgn0170108,FBgn0190629
VhaPPA1-1,FBgn0028662,FBgn0180670,FBgn0191863
VhaPPA1-2,FBgn0262514,FBgn0180672,FBgn0191865
VhaSFD,FBgn0027779,FBgn0172076,FBgn0193320
Vhl,FBgn0041174,FBgn0176154,FBgn0084620
Victoria,FBgn0053117,FBgn0171893,FBgn0193150
Vkor,FBgn0053544,FBgn0176600,FBgn0182968
Vm26Aa,FBgn0003979,FBgn0172890,FBgn0194020
Vm26Ab,FBgn0003980,FBgn0173490,FBgn0194757
Vm32E,FBgn0014076,FBgn0166052,FBgn0193593
Vmat,FBgn0260964,FBgn0175155,FBgn0197036
Vps16A,FBgn0261241,FBgn0178657,FBgn0190125
Vps16B,FBgn0039702,FBgn0167155,FBgn0189202
Vps20,FBgn0034744,FBgn0170841,FBgn0183420
Vps25,FBgn0022027,FBgn0175931,FBgn0182353
Vps28,FBgn0021814,FBgn0175609,FBgn0186962
Vps33B,FBgn0039335,FBgn0165194,FBgn0192668
Vps35,FBgn0034708,FBgn0170811,FBgn0183392
Vps4,FBgn0027605,FBgn0177735,FBgn0188934
Vps45,FBgn0261049,FBgn0178681,FBgn0190146
Vsx2,FBgn0263512,FBgn0167578,FBgn0187884
Vti1,FBgn0260862,FBgn0169185,FBgn0185227
W,FBgn0003997,FBgn0169869,FBgn0184082
WASp,FBgn0024273,FBgn0167218,FBgn0189560
WDR79,FBgn0031782,FBgn0172865,FBgn0193998
WRNexo,FBgn0038608,FBgn0173615,FBgn0191656
Wbp2,FBgn0036318,FBgn0180234,FBgn0186093
Wdr82,FBgn0032030,FBgn0171833,FBgn0194910
Whamy,FBgn0037750,FBgn0181067,FBgn0192223
Wnk,FBgn0037098,FBgn0177000,FBgn0183846
Wnt10,FBgn0031903,FBgn0171307,FBgn0194842
Wnt2,FBgn0004360,FBgn0176008,FBgn0182426
Wnt4,FBgn0010453,FBgn0168514,FBgn0193903
Wnt5,FBgn0010194,FBgn0177675,FBgn0084925
Wnt6,FBgn0031902,FBgn0171292,FBgn0085995
Wsck,FBgn0046685,FBgn0178341,FBgn0189815
Wwox,FBgn0031972,FBgn0168155,FBgn0193854
X11L,FBgn0026313,FBgn0168447,FBgn0187336
X11Lbeta,FBgn0052677,FBgn0166371,FBgn0188562
XNP,FBgn0039338,FBgn0165192,FBgn0189730
XRCC1,FBgn0026751,FBgn0167339,FBgn0188312
Xbp1,FBgn0021872,FBgn0170725,FBgn0183308
Xe7,FBgn0010772,FBgn0165547,FBgn0191084
Xpd,FBgn0261850,FBgn0170729,FBgn0183312
Xport,FBgn0038749,FBgn0181734,FBgn0191572
Xrp1,FBgn0261113,FBgn0172804,FBgn0190762
YL-1,FBgn0032321,FBgn0173674,FBgn0195116
YT521-B,FBgn0027616,FBgn0168982,FBgn0185047
Yippee,FBgn0026749,FBgn0166437,FBgn0187540
Ykt6,FBgn0260858,FBgn0166925,FBgn0188454
Yp1,FBgn0004045,FBgn0166347,FBgn0188548
Yp2,FBgn0005391,FBgn0012788,FBgn0012859
Z600,FBgn0004052,FBgn0180387,FBgn0186226
ZAP3,FBgn0052685,FBgn0166281,FBgn0187681
ZC3H3,FBgn0035900,FBgn0179796,FBgn0184706
ZIP1,FBgn0033096,FBgn0175738,FBgn0195690
Zasp66,FBgn0035917,FBgn0179937,FBgn0185806
Zfrp8,FBgn0021875,FBgn0173217,FBgn0183576
Zif,FBgn0037446,FBgn0165843,FBgn0191364
Zip3,FBgn0038412,FBgn0170064,FBgn0190594
Zir,FBgn0031216,FBgn0171626,FBgn0194391
Zn72D,FBgn0263603,FBgn0179308,FBgn0184242
ZnT35C,FBgn0028516,FBgn0169433,FBgn0193383
ZnT63C,FBgn0035432,FBgn0169479,FBgn0185454
Zpr1,FBgn0030096,FBgn0168604,FBgn0187717
Zyx,FBgn0011642,FBgn0167942,FBgn0195706
a10,FBgn0011293,FBgn0179217,FBgn0184162
a5,FBgn0011294,FBgn0171727,FBgn0194484
a6,FBgn0023130,FBgn0173862,FBgn0195960
aPKC,FBgn0261854,FBgn0175047,FBgn0196927
aay,FBgn0023129,FBgn0180007,FBgn0185867
ab,FBgn0264442,FBgn0173865,FBgn0195143
abd-A,FBgn0000014,FBgn0170323,FBgn0191744
abo,FBgn0000018,FBgn0166192,FBgn0193617
adat,FBgn0028658,FBgn0170042,FBgn0193457
ade2,FBgn0000052,FBgn0172874,FBgn0194006
ade3,FBgn0000053,FBgn0168586,FBgn0193920
ade5,FBgn0020513,FBgn0166478,FBgn0187568
adp,FBgn0000057,FBgn0176726,FBgn0183092
aft,FBgn0026309,FBgn0176701,FBgn0183066
ago,FBgn0041171,FBgn0168923,FBgn0184993
agt,FBgn0024912,FBgn0165483,FBgn0191029
akirin,FBgn0082598,FBgn0169757,FBgn0185706
al,FBgn0000061,FBgn0171649,FBgn0194411
alc,FBgn0260972,FBgn0175510,FBgn0181876
ald,FBgn0000063,FBgn0170176,FBgn0190685
alien,FBgn0013746,FBgn0167520,FBgn0193774
alpha-Adaptin,FBgn0264855,FBgn0171584,FBgn0194353
alpha-Cat,FBgn0010215,FBgn0177355,FBgn0183783
alpha-Est1,FBgn0015568,FBgn0165415,FBgn0190968
alpha-Est10,FBgn0015569,FBgn0165429,FBgn0190978
alpha-Est2,FBgn0015570,FBgn0165911,FBgn0191424
alpha-Est3,FBgn0015571,FBgn0165416,FBgn0190969
alpha-Est5,FBgn0261393,FBgn0165419,FBgn0190970
alpha-Est6,FBgn0015574,FBgn0165421,FBgn0027804
alpha-Est7,FBgn0015575,FBgn0165422,FBgn0190972
alpha-Est8,FBgn0015576,FBgn0165424,FBgn0190975
alpha-Man-II,FBgn0011740,FBgn0178669,FBgn0190137
alpha-Man-IIb,FBgn0026616,FBgn0179126,FBgn0190557
alpha-Man-Ib,FBgn0039634,FBgn0167203,FBgn0189542
alpha-Spec,FBgn0250789,FBgn0169095,FBgn0185150
alpha-catenin-related,FBgn0029105,FBgn0170985,FBgn0187121
alpha4GT1,FBgn0031491,FBgn0173082,FBgn0183738
alpha4GT2,FBgn0039378,FBgn0165218,FBgn0192687
alphaKap4,FBgn0035657,FBgn0168810,FBgn0184884
alphaPS5,FBgn0034880,FBgn0170942,FBgn0183515
alphaTub84B,FBgn0003884,FBgn0165876,FBgn0191393
alphaTub84D,FBgn0003885,FBgn0165910,FBgn0191423
alphaTub85E,FBgn0003886,FBgn0181078,FBgn0192232
alrm,FBgn0039332,FBgn0172623,FBgn0189734
aly,FBgn0004372,FBgn0169020,FBgn0084450
amd,FBgn0000075,FBgn0172236,FBgn0018304
amon,FBgn0023179,FBgn0165122,FBgn0189665
amos,FBgn0003270,FBgn0171995,FBgn0193248
amx,FBgn0000077,FBgn0177197,FBgn0195895
ana,FBgn0011746,FBgn0175968,FBgn0182391
ana1,FBgn0262167,FBgn0181462,FBgn0192562
ana2,FBgn0027513,FBgn0175541,FBgn0181908
antdh,FBgn0026268,FBgn0166201,FBgn0187643
aop,FBgn0000097,FBgn0178539,FBgn0194265
aos,FBgn0004569,FBgn0179260,FBgn0184196
ap,FBgn0000099,FBgn0171416,FBgn0182124
aph-1,FBgn0031458,FBgn0173271,FBgn0194569
apt,FBgn0015903,FBgn0170946,FBgn0183518
ara,FBgn0015904,FBgn0180213,FBgn0186071
aralar1,FBgn0028646,FBgn0167095,FBgn0188640
aret,FBgn0000114,FBgn0181616,FBgn0195198
arg,FBgn0023535,FBgn0173975,FBgn0188116
ari-2,FBgn0025186,FBgn0170812,FBgn0183394
arm,FBgn0000117,FBgn0173844,FBgn0188022
armi,FBgn0041164,FBgn0169496,FBgn0185467
ase,FBgn0000137,FBgn0173966,FBgn0188111
asf1,FBgn0029094,FBgn0174521,FBgn0186492
ash1,FBgn0005386,FBgn0172354,FBgn0184003
ash2,FBgn0000139,FBgn0181468,FBgn0192569
asp,FBgn0000140,FBgn0181475,FBgn0192578
asparagine-synthetase,FBgn0041607,FBgn0177213,FBgn0186608
asrij,FBgn0034793,FBgn0170884,FBgn0183460
ast,FBgn0015905,FBgn0171698,FBgn0194456
asun,FBgn0020407,FBgn0170061,FBgn0190591
atilla,FBgn0032422,FBgn0181128,FBgn0193535
atl,FBgn0039213,FBgn0181467,FBgn0192567
atms,FBgn0010750,FBgn0165721,FBgn0191237
ato,FBgn0010433,FBgn0178580,FBgn0190053
att-ORFA,FBgn0067783,FBgn0178053,FBgn0191540
aub,FBgn0000146,FBgn0166170,FBgn0193614
aur,FBgn0000147,FBgn0178854,FBgn0190309
aust,FBgn0032104,FBgn0167465,FBgn0193769
aux,FBgn0037218,FBgn0165681,FBgn0191197
ave,FBgn0050476,FBgn0176448,FBgn0182831
awd,FBgn0000150,FBgn0171336,FBgn0187960
az2,FBgn0025185,FBgn0175665,FBgn0182021
b,FBgn0000153,FBgn0170184,FBgn0195294
b6,FBgn0024897,FBgn0174064,FBgn0186159
babo,FBgn0011300,FBgn0175965,FBgn0182387
babos,FBgn0034724,FBgn0170561,FBgn0196444
baf,FBgn0031977,FBgn0171589,FBgn0194877
bai,FBgn0045866,FBgn0172696,FBgn0192611
ball,FBgn0027889,FBgn0165113,FBgn0189658
bam,FBgn0000158,FBgn0172647,FBgn0084466
bap,FBgn0004862,FBgn0067536,FBgn0067504
barr,FBgn0014127,FBgn0171882,FBgn0193142
baz,FBgn0000163,FBgn0168423,FBgn0188891
bbc,FBgn0033844,FBgn0175157,FBgn0197037
bbx,FBgn0024251,FBgn0177950,FBgn0189083
bc10,FBgn0040239,FBgn0169629,FBgn0185586
bcd,FBgn0000166,FBgn0012791,FBgn0012864
bcn92,FBgn0013432,FBgn0173818,FBgn0188007
bdg,FBgn0034049,FBgn0174994,FBgn0196874
be,FBgn0052594,FBgn0166992,FBgn0188751
beag,FBgn0037660,FBgn0181140,FBgn0192284
beat-IIIa,FBgn0032627,FBgn0172136,FBgn0195456
beat-IIIb,FBgn0053179,FBgn0172133,FBgn0195453
beat-IIIc,FBgn0032629,FBgn0172048,FBgn0193296
beat-IIa,FBgn0038498,FBgn0170290,FBgn0191716
beat-IIb,FBgn0038494,FBgn0170294,FBgn0191718
beat-IV,FBgn0039089,FBgn0181363,FBgn0192473
beat-Ia,FBgn0013433,FBgn0173558,FBgn0195396
beat-Ib,FBgn0028645,FBgn0172829,FBgn0193347
beat-Ic,FBgn0028644,FBgn0173556,FBgn0195394
beat-VI,FBgn0039584,FBgn0171297,FBgn0192809
beat-Va,FBgn0038087,FBgn0180833,FBgn0192008
beat-Vb,FBgn0038092,FBgn0178930,FBgn0190375
beat-Vc,FBgn0038084,FBgn0180837,FBgn0192012
beg,FBgn0036691,FBgn0180540,FBgn0186366
bel,FBgn0263231,FBgn0181181,FBgn0192315
ben,FBgn0000173,FBgn0172557,FBgn0188718
beta'Cop,FBgn0025724,FBgn0165414,FBgn0195265
beta4GalNAcTA,FBgn0027538,FBgn0176405,FBgn0182795
beta4GalNAcTB,FBgn0039625,FBgn0167206,FBgn0189546
beta4GalT7,FBgn0039258,FBgn0084181,FBgn0084229
betaCop,FBgn0008635,FBgn0177690,FBgn0187305
betaTub56D,FBgn0003887,FBgn0174714,FBgn0196617
betaggt-I,FBgn0015000,FBgn0173411,FBgn0194695
betaggt-II,FBgn0028970,FBgn0173285,FBgn0194582
bgcn,FBgn0004581,FBgn0170421,FBgn0085884
bgm,FBgn0027348,FBgn0170375,FBgn0195312
bi,FBgn0000179,FBgn0167282,FBgn0188280
bib,FBgn0000180,FBgn0172758,FBgn0195024
bic,FBgn0000181,FBgn0176309,FBgn0182687
bif,FBgn0014133,FBgn0168032,FBgn0188612
bigmax,FBgn0039509,FBgn0165062,FBgn0186798
bin,FBgn0045759,FBgn0169732,FBgn0185679
bin3,FBgn0263144,FBgn0171456,FBgn0182174
bip1,FBgn0026263,FBgn0179837,FBgn0184747
bip2,FBgn0026262,FBgn0181633,FBgn0187142
blanks,FBgn0035608,FBgn0168848,FBgn0184919
blos1,FBgn0050077,FBgn0176437,FBgn0182823
blos2,FBgn0036118,FBgn0180103,FBgn0185961
blos4,FBgn0036105,FBgn0180090,FBgn0189183
blot,FBgn0027660,FBgn0179200,FBgn0184142
blow,FBgn0004133,FBgn0175657,FBgn0182012
blp,FBgn0038387,FBgn0179135,FBgn0190566
blue,FBgn0041161,FBgn0179424,FBgn0184362
blw,FBgn0011211,FBgn0170867,FBgn0183444
bmm,FBgn0036449,FBgn0179391,FBgn0184325
bnb,FBgn0001090,FBgn0177653,FBgn0041666
bnk,FBgn0004389,FBgn0167855,FBgn0192987
bnl,FBgn0014135,FBgn0181744,FBgn0191581
boca,FBgn0004132,FBgn0175658,FBgn0182013
bocksbeutel,FBgn0037719,FBgn0181093,FBgn0192243
boly,FBgn0050362,FBgn0175576,FBgn0186946
bon,FBgn0023097,FBgn0177990,FBgn0190863
bond,FBgn0260942,FBgn0181296,FBgn0192418
bonsai,FBgn0026261,FBgn0170845,FBgn0183422
bor,FBgn0040237,FBgn0170366,FBgn0191777
bora,FBgn0259791,FBgn0169903,FBgn0186434
borr,FBgn0032105,FBgn0167454,FBgn0193768
botv,FBgn0027535,FBgn0176810,FBgn0183178
bou,FBgn0261284,FBgn0172405,FBgn0188412
bowl,FBgn0004893,FBgn0173342,FBgn0194642
brk,FBgn0024250,FBgn0172421,FBgn0188424
brn,FBgn0000221,FBgn0167261,FBgn0188259
brp,FBgn0259246,FBgn0176011,FBgn0187051
bru,FBgn0261787,FBgn0178184,FBgn0193114
bru-3,FBgn0264001,FBgn0179445,FBgn0184378
brv1,FBgn0036874,FBgn0173444,FBgn0184015
brv2,FBgn0036712,FBgn0179205,FBgn0184147
bs,FBgn0004101,FBgn0166795,FBgn0183591
bsf,FBgn0032679,FBgn0172000,FBgn0193252
bsh,FBgn0000529,FBgn0171900,FBgn0193156
bsk,FBgn0000229,FBgn0166853,FBgn0193697
btn,FBgn0014949,FBgn0178499,FBgn0189968
btv,FBgn0023096,FBgn0172018,FBgn0193269
btz,FBgn0045862,FBgn0171268,FBgn0192786
bur,FBgn0000239,FBgn0178135,FBgn0193069
burs,FBgn0038901,FBgn0181227,FBgn0192356
bves,FBgn0031150,FBgn0177928,FBgn0189061
bw,FBgn0000241,FBgn0170453,FBgn0196351
bwa,FBgn0045064,FBgn0172298,FBgn0195590
by,FBgn0000244,FBgn0181104,FBgn0192253
byn,FBgn0011723,FBgn0180168,FBgn0186024
bys,FBgn0010292,FBgn0166921,FBgn0188449
c(2)M,FBgn0028525,FBgn0173571,FBgn0195408
c(3)G,FBgn0000246,FBgn0180610,FBgn0191803
c-cup,FBgn0031367,FBgn0171497,FBgn0194283
c11.1,FBgn0040236,FBgn0177111,FBgn0187706
c12.1,FBgn0040235,FBgn0177089,FBgn0195987
ca,FBgn0000247,FBgn0167763,FBgn0192904
cact,FBgn0000250,FBgn0172817,FBgn0067503
cad,FBgn0000251,FBgn0178236,FBgn0195628
cag,FBgn0017414,FBgn0175366,FBgn0186927
cal1,FBgn0038478,FBgn0170127,FBgn0190643
calypso,FBgn0262166,FBgn0174966,FBgn0196847
can,FBgn0011569,FBgn0179675,FBgn0184589
cana,FBgn0040233,FBgn0173876,FBgn0195144
capa,FBgn0039722,FBgn0167144,FBgn0189136
capaR,FBgn0037100,FBgn0176998,FBgn0183844
caps,FBgn0023095,FBgn0180264,FBgn0186120
capt,FBgn0261458,FBgn0171537,FBgn0194318
capu,FBgn0000256,FBgn0173023,FBgn0194121
car,FBgn0000257,FBgn0177835,FBgn0189001
cas,FBgn0004878,FBgn0165544,FBgn0191081
casp,FBgn0034068,FBgn0174979,FBgn0196859
cathD,FBgn0029093,FBgn0175634,FBgn0181992
cato,FBgn0024249,FBgn0174953,FBgn0196837
caup,FBgn0015919,FBgn0180216,FBgn0186073
cav,FBgn0026257,FBgn0181426,FBgn0250857
caz,FBgn0011571,FBgn0168349,FBgn0188834
cbc,FBgn0033842,FBgn0175158,FBgn0197038
cbt,FBgn0043364,FBgn0171577,FBgn0194348
cbx,FBgn0011241,FBgn0175454,FBgn0181818
cd,FBgn0263986,FBgn0181312,FBgn0192432
cdc14,FBgn0031952,FBgn0168229,FBgn0193868
cdc16,FBgn0025781,FBgn0181350,FBgn0192465
cdc2,FBgn0004106,FBgn0166638,FBgn0193672
cdc2c,FBgn0004107,FBgn0178000,FBgn0190873
cdc2rk,FBgn0013435,FBgn0175437,FBgn0197284
cdi,FBgn0004876,FBgn0178208,FBgn0191615
cdm,FBgn0261532,FBgn0170245,FBgn0191679
ced-6,FBgn0029092,FBgn0175483,FBgn0181848
cenB1A,FBgn0039056,FBgn0181342,FBgn0192457
cenG1A,FBgn0028509,FBgn0170261,FBgn0195301
cer,FBgn0034443,FBgn0174720,FBgn0196622
cert,FBgn0027569,FBgn0179816,FBgn0184728
cg,FBgn0000289,FBgn0176397,FBgn0182788
chas,FBgn0263258,FBgn0168231,FBgn0188905
chb,FBgn0021760,FBgn0177215,FBgn0186610
cher,FBgn0014141,FBgn0170305,FBgn0191728
chic,FBgn0000308,FBgn0172886,FBgn0083419
chico,FBgn0024248,FBgn0166864,FBgn0193698
chif,FBgn0000307,FBgn0172809,FBgn0193330
chm,FBgn0028387,FBgn0171359,FBgn0194851
chn,FBgn0015371,FBgn0176470,FBgn0182855
chp,FBgn0000313,FBgn0167041,FBgn0188162
chrb,FBgn0036165,FBgn0180135,FBgn0185995
ci,FBgn0004859,FBgn0178104,FBgn0012866
cib,FBgn0026084,FBgn0167262,FBgn0188260
cid,FBgn0040477,FBgn0044211,FBgn0044191
cin,FBgn0000316,FBgn0173956,FBgn0188107
ck,FBgn0000317,FBgn0169476,FBgn0193388
ckd,FBgn0035427,FBgn0169473,FBgn0185449
ckn,FBgn0033987,FBgn0176466,FBgn0182850
cl,FBgn0000318,FBgn0173458,FBgn0194731
clos,FBgn0261016,FBgn0175475,FBgn0181841
clt,FBgn0000326,FBgn0170621,FBgn0196495
cm,FBgn0000330,FBgn0172393,FBgn0187799
cmpy,FBgn0037015,FBgn0177067,FBgn0183908
cn,FBgn0000337,FBgn0175639,FBgn0181995
cngl,FBgn0263257,FBgn0164991,FBgn0187457
cni,FBgn0000339,FBgn0172818,FBgn0193337
cnk,FBgn0021818,FBgn0174872,FBgn0186987
cnn,FBgn0013765,FBgn0175161,FBgn0197042
coil,FBgn0033265,FBgn0175603,FBgn0181965
cola,FBgn0050363,FBgn0175577,FBgn0186947
cold,FBgn0031268,FBgn0171666,FBgn0194426
colt,FBgn0019830,FBgn0173106,FBgn0194198
comm,FBgn0010105,FBgn0179328,FBgn0184266
comm2,FBgn0041160,FBgn0179329,FBgn0184267
comr,FBgn0034667,FBgn0170596,FBgn0196471
cona,FBgn0038612,FBgn0172774,FBgn0190734
conv,FBgn0261269,FBgn0176406,FBgn0182796
cora,FBgn0010434,FBgn0176816,FBgn0183185
cort,FBgn0000351,FBgn0168919,FBgn0193955
cos,FBgn0000352,FBgn0175684,FBgn0182039
cpa,FBgn0034577,FBgn0170714,FBgn0183299
cpb,FBgn0011570,FBgn0171740,FBgn0194500
cpo,FBgn0263995,FBgn0170189,FBgn0190697
cpx,FBgn0041605,FBgn0165688,FBgn0191204
crc,FBgn0000370,FBgn0178275,FBgn0195663
crim,FBgn0036198,FBgn0179582,FBgn0184508
crm,FBgn0000376,FBgn0063998,FBgn0041270
crn,FBgn0000377,FBgn0173804,FBgn0195941
croc,FBgn0014143,FBgn0177010,FBgn0183854
crok,FBgn0032421,FBgn0181609,FBgn0195197
crol,FBgn0020309,FBgn0165913,FBgn0193567
crp,FBgn0001994,FBgn0172824,FBgn0193342
crq,FBgn0015924,FBgn0171581,FBgn0064356
cry,FBgn0025680,FBgn0181680,FBgn0190781
csul,FBgn0015925,FBgn0176556,FBgn0182931
csw,FBgn0000382,FBgn0174100,FBgn0196052
ct,FBgn0004198,FBgn0172439,FBgn0188436
cue,FBgn0011204,FBgn0169134,FBgn0185182
cuff,FBgn0260932,FBgn0176195,FBgn0182583
cup,FBgn0000392,FBgn0171120,FBgn0194809
cutlet,FBgn0015376,FBgn0173028,FBgn0194126
cv,FBgn0000394,FBgn0167364,FBgn0188332
cv-2,FBgn0000395,FBgn0170640,FBgn0196513
cwo,FBgn0259938,FBgn0178745,FBgn0190212
cyc,FBgn0023094,FBgn0171054,FBgn0183982
cyp33,FBgn0028382,FBgn0176676,FBgn0183037
cyr,FBgn0030001,FBgn0166154,FBgn0187763
d,FBgn0262029,FBgn0171873,FBgn0194924
d-cup,FBgn0038089,FBgn0178929,FBgn0190374
dUTPase,FBgn0250837,FBgn0173707,FBgn0195124
da,FBgn0000413,FBgn0173212,FBgn0195069
dac,FBgn0005677,FBgn0172086,FBgn0193327
dah,FBgn0015926,FBgn0174756,FBgn0188770
dalao,FBgn0030093,FBgn0168653,FBgn0188511
dally,FBgn0263930,FBgn0179959,FBgn0185823
dan,FBgn0039286,FBgn0172721,FBgn0192634
danr,FBgn0039283,FBgn0172715,FBgn0192630
dao,FBgn0028862,FBgn0170898,FBgn0195359
dap,FBgn0010316,FBgn0176028,FBgn0182445
dare,FBgn0015582,FBgn0175335,FBgn0197199
daw,FBgn0031461,FBgn0173274,FBgn0194572
dbe,FBgn0020305,FBgn0171551,FBgn0194329
dbo,FBgn0040230,FBgn0180417,FBgn0186255
dbr,FBgn0067779,FBgn0171624,FBgn0194389
dco,FBgn0002413,FBgn0167051,FBgn0188237
debcl,FBgn0029131,FBgn0175763,FBgn0182183
dec-1,FBgn0000427,FBgn0166911,FBgn0012868
decay,FBgn0028381,FBgn0170341,FBgn0191756
defl,FBgn0036038,FBgn0180041,FBgn0185898
deltaCOP,FBgn0028969,FBgn0173853,FBgn0195954
desat2,FBgn0043043,FBgn0178900,FBgn0261743
dgrn,FBgn0037384,FBgn0165791,FBgn0191316
dgt1,FBgn0039710,FBgn0167151,FBgn0189178
dgt2,FBgn0032390,FBgn0181536,FBgn0195173
dgt3,FBgn0034569,FBgn0170678,FBgn0196549
dgt4,FBgn0026085,FBgn0167263,FBgn0042859
dgt5,FBgn0033740,FBgn0175241,FBgn0197117
dgt6,FBgn0039638,FBgn0167199,FBgn0189517
dia,FBgn0011202,FBgn0178234,FBgn0195627
dib,FBgn0000449,FBgn0169540,FBgn0185507
didum,FBgn0261397,FBgn0175840,FBgn0182256
dikar,FBgn0261934,FBgn0168752,FBgn0184834
dila,FBgn0033447,FBgn0175460,FBgn0181825
dimm,FBgn0023091,FBgn0178276,FBgn0195665
disp,FBgn0029088,FBgn0165531,FBgn0191069
dj,FBgn0019828,FBgn0165868,FBgn0084596
dj-1beta,FBgn0039802,FBgn0167839,FBgn0192973
dl,FBgn0260632,FBgn0172039,FBgn0067500
dlg1,FBgn0001624,FBgn0168005,FBgn0188596
dlp,FBgn0041604,FBgn0180329,FBgn0186177
dlt,FBgn0024510,FBgn0169094,FBgn0185149
